"효능군","그룹구분","일반명코드","성분코드","성분명","제품코드","제품명","업체명","급여구분","공고번호","공고일자"
"당뇨병용제","Group 4","396D0002","Pioglitazone","724500ATB","649105810","피오비아정100/15밀리그램(시타글립틴인산염수화물,피오글리타존염산염)_(1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","Sitagliptin","724500ATB","649105810","피오비아정100/15밀리그램(시타글립틴인산염수화물,피오글리타존염산염)_(1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","Sitagliptin","724500ATB","649606250","시타액트정100/15밀리그램(시타글립틴,피오글리타존)_(1정)","대우제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 4","396D0002","Pioglitazone","724500ATB","649606250","시타액트정100/15밀리그램(시타글립틴,피오글리타존)_(1정)","대우제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 4","396D0002","Pioglitazone","724500ATB","650304550","자누액토정100/15밀리그램(시타글립틴인산염, 피오글리타존염산염)_(1정)","진양제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","Sitagliptin","724500ATB","650304550","자누액토정100/15밀리그램(시타글립틴인산염, 피오글리타존염산염)_(1정)","진양제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 4","396D0002","Pioglitazone","724500ATB","671807760","자누피오정100/15밀리그램(시타글립틴,피오글리타존)_(1정)","대원제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","Sitagliptin","724500ATB","671807760","자누피오정100/15밀리그램(시타글립틴,피오글리타존)_(1정)","대원제약(주)","급여","20200423","2020-09-24"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","640904590","셀레이나정_(1정)","(주)일화","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","641807310","콕스듀오정_(1정)","광동제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","641908450","쎄브칸플러스정_(1정)","(주)보령","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","643904160","레콕스정_(1정)","삼일제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","647304540","렉스듀오정_(1정)","에이치엘비제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","647805650","아스본플러스정_(1정)","삼진제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","648104940","셀렉카듀오정_(1정)","경동제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","648604620","씨콕스플러스정_(1정)","(주)씨엠지제약","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","649105820","네일락콤비정_(1정)","한국휴텍스제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","649508390","본에콕스정_(1정)","유니메드제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","649808210","쎄레텍정_(1정)","명문제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","650206060","콕스투플러스정_(1정)","안국약품(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","650304570","아리아디에스정_(1정)","진양제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","653405420","셀레브론정_(1정)","동국제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","656005480","레이셀코정_(1정)","알리코제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","656205340","쎄브칸플러스정_(1정)","(주)바스칸바이오제약","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","665508580","유니일라플러스정_(1정)","한국유니온제약(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","67 105490","듀오조인정_(1정)","(주)팜젠사이언스","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","671707330","세레듀오정_(1정)","주식회사제뉴원사이언스","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","694004070","베아콕시브플러스정_(1정)","대웅바이오(주)","급여","20170079","2017-02-16"
"해열진통소염제","Group 1","114A0005","Celecoxib","724600ATB","6971 1060","레일라디에스정_(1정)","(주)한국피엠지제약","급여","20170079","2017-02-16"
"당뇨병용제","Group 4","396D0002","Pioglitazone","724700ATB","641908310","트루버디정10/15밀리그램(다파글리플로진,피오글리타존)_(1정)","(주)보령","급여","20200423","2020-09-24"
"당뇨병용제","Group 5","396E00 1","Dapagliflozin","724700ATB","641908310","트루버디정10/15밀리그램(다파글리플로진,피오글리타존)_(1정)","(주)보령","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","651206130","글루립틴듀오엑스알서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","삼천당제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","652607310","리나티젠듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","알보젠코리아(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","652607310","리나티젠듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","알보젠코리아(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","653405610","리나칸메트서방정5/1000밀리그램(리나글립틴(미분화),메트포르민염산염)_(1정)","동국제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","653405610","리나칸메트서방정5/1000밀리그램(리나글립틴(미분화),메트포르민염산염)_(1정)","동국제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","654006190","글리젠타듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","아주약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","654006190","글리젠타듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","아주약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","656005540","라니글듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","알리코제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","656005540","라니글듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","알리코제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","657308980","리나탑듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","(주)동구바이오제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","657308980","리나탑듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","(주)동구바이오제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","663608790","리나맥스서방정5/1000밀리그램(리나글립틴, 메트포르민염산염)_(1정)","한국프라임제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","663608790","리나맥스서방정5/1000밀리그램(리나글립틴, 메트포르민염산염)_(1정)","한국프라임제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","669908390","리포민듀오서방정5/1000밀리그램(리나글립틴, 메트포르민염산염)_(1정)","대한뉴팜(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","669908390","리포민듀오서방정5/1000밀리그램(리나글립틴, 메트포르민염산염)_(1정)","대한뉴팜(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","67 105550","나리젠타듀오서방정 5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","(주)팜젠사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","67 105550","나리젠타듀오서방정 5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","(주)팜젠사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","670609330","리나디포듀오서방정5/1000밀리그램(리나글립틴,메트포르민)_(1정)","(주)휴온스","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","670609330","리나디포듀오서방정5/1000밀리그램(리나글립틴,메트포르민)_(1정)","(주)휴온스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","671707370","트라케이듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","주식회사제뉴원사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","671707370","트라케이듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)_(1정)","주식회사제뉴원사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731800ATR","671807850","트라리틴콤비서방정5/1000밀리그램_(1정)","대원제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731800ATR","671807850","트라리틴콤비서방정5/1000밀리그램_(1정)","대원제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0005","Linagliptin","731900ATR","628902350","글레린듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정)","(주)이든파마","급여","20200423","2020-09-24"
"당뇨병용제","Group 1","396A00 1","Metformin","731900ATR","628902350","글레린듀오서방정2.5/1000밀리그램(리나글립틴,메트포르민)_(1정)","(주)이든파마","급여","20200423","2020-09-24"
"소화성궤양용제","Group 2","232B0008","rabeprazole","704600ATB","642707190","라베듀엣정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)_(1정)","동화약품(주)","급여","20220251","2022-05-27"
"소화성궤양용제","Group 2","232B0008","rabeprazole","704600ATB","642906630","라비에트듀오정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)_(1정)","일동제약(주)","급여","20220251","2022-05-27"
"소화성궤양용제","Group 2","232B0008","rabeprazole","704600ATB","647805340","라베올듀오정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)_(1정)","삼진제약(주)","급여","20220251","2022-05-27"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","647204180","투투포지정5/80밀리그램_(1정)","한국코러스(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","647303350","씨트포지정5/80밀리그램_(1정)","에이치엘비제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","647303350","씨트포지정5/80밀리그램_(1정)","에이치엘비제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","647803820","에이알비-엑스지정5/80밀리그램_(1정)","삼진제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","647803820","에이알비-엑스지정5/80밀리그램_(1정)","삼진제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","648103300","발디핀정5/80밀리그램_(1정)","경동제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","648103300","발디핀정5/80밀리그램_(1정)","경동제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","648203670","듀오포지정5/80밀리그램_(1정)","(주)유영제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","648203670","듀오포지정5/80밀리그램_(1정)","(주)유영제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","648506990","암로발탄정5/80밀리그램_(1정)","신풍제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","648506990","암로발탄정5/80밀리그램_(1정)","신풍제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","648602540","아모르탄정5/80mg_(1정)","(주)씨엠지제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","648602540","아모르탄정5/80mg_(1정)","(주)씨엠지제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","649102160","엑스포르테정5/80mg_(1정)","한국휴텍스제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","649102160","엑스포르테정5/80mg_(1정)","한국휴텍스제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","649404610","넥포정5/80밀리그램_(1정)","영일제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","649404610","넥포정5/80밀리그램_(1정)","영일제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","649506940","사디핀정5/80밀리그램_(1정)","유니메드제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","649506940","사디핀정5/80밀리그램_(1정)","유니메드제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","649806340","엑스닌정5/80mg_(1정)","명문제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","649806340","엑스닌정5/80mg_(1정)","명문제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","650303030","암발탄정5/80밀리그램_(1정)","진양제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","650303030","암발탄정5/80밀리그램_(1정)","진양제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","651203930","암로반정5/80밀리그램_(1정)","삼천당제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","651203930","암로반정5/80밀리그램_(1정)","삼천당제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","651300950","뉴코포지정5/80밀리그램_(1정)","(주)새한제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","651300950","뉴코포지정5/80밀리그램_(1정)","(주)새한제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","653102730","엑스로우정5/80밀리그램_(1정)","(주)비씨월드제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","653102730","엑스로우정5/80밀리그램_(1정)","(주)비씨월드제약","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","653402990","암로살탄정5/80밀리그램_(1정)","동국제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","653402990","암로살탄정5/80밀리그램_(1정)","동국제약(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 10","214I0020","valsartan","492900ATB","653600860","엑스포지정 5/80밀리그램_(1정)","한국노바티스(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","492900ATB","653600860","엑스포지정 5/80밀리그램_(1정)","한국노바티스(주)","급여","20170079","2017-02-16"
"혈압강하작용의약품","Group 7","214G00 1","amlodipine","511500ATB","0527 1070","에이티스타정80/5밀리그램_(1정)","(주)휴온스생명과학","급여","20170079","2017-02-16"
"당뇨병용제","Group 6","396F0003","Evogliptin","720300ATB","642507750","슈가다파정_(1정)","동아에스티(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","6942 1ATB","671807140","자누리틴정25밀리그램(시타글립틴염산염수화물)_(28.35mg/1정)","대원제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","6942 1ATB","679802250","시타티딘정25밀리그램(시타글립틴염산염수화물)_(28.34mg/1정)","(주)티디에스팜","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","6942 1ATB","693202440","글로시타글정25밀리그램(시타글립틴염산염수화물)_(28.34mg/1정)","(주)한국글로벌제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","6942 1ATB","694003140","자누다움정25밀리그램(시타글립틴염산염수화물)_(28.35mg/1정)","대웅바이오(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","6942 1ATB","698504750","테라비아정25밀리그램(시타글립틴염산염수화물)_(28.35mg/1정)","(주)테라젠이텍스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","0590 1080","다누비아정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","주식회사케이에스제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","622804830","시타글엠정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)마더스제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","6289 1920","시글립정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)이든파마","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","640904570","시타글루틴정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)일화","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","641502980","글리자누큐정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","맥널티제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","641706160","자누아린정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","일양약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","641807060","자누로디정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","광동제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","641908120","트루시타정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)보령","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","642004970","시타다운정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","현대약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","642308480","삼시타정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","삼성제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","642707080","시트디엠정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","동화약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","643105720","넥스글립틴정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)바이넥스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","643606110","네오시타정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)녹십자","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","643705190","자누디정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","국제약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","644309620","비아틴정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","한국유나이티드제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","645306370","한림시타로정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","한림제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","645605580","시타비앙정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","대화제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","645907170","시디포정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","동광제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","646005620","시글립틴정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)메디카코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","647304370","자누엠정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","에이치엘비제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","648204600","유시타정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정)","(주)유영제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694202ATB","648508090","시타루틴정50밀리그램(시타글립틴염산염수화물)_(56.69mg/1정)","신풍제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","670502280","에스비아정100밀리그램(시타글립틴염산염수화물)_(0.1134g/1정)","(주)보령바이오파마","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","670609020","휴글리아정100밀리그램(시타글립틴염산염수화물)_(0.11337g/1정)","(주)휴온스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","671706680","시타엑스정100밀리그램(시타글립틴염산염수화물)_(0.11338g/1정)","주식회사제뉴원사이언스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","671807130","자누리틴정100밀리그램(시타글립틴염산염수화물)_(0.1134g/1정)","대원제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","679802040","시타티딘정100밀리그램(시타글립틴염산염수화물)_(0.11337g/1정)","(주)티디에스팜","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","6890 1760","자누그립틴정100밀리그램(시타글립틴염산염수화물)_(0.11337g/1정)","(주)시어스제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","693202460","글로시타글정100밀리그램(시타글립틴염산염수화물)_(0.11337g/1정)","(주)한국글로벌제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","694003160","자누다움정100밀리그램(시타글립틴염산염수화물)_(0.1134g/1정)","대웅바이오(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0007","sitagliptin hydrochloride hydrate","694203ATB","698504760","테라비아정100밀리그램(시타글립틴염산염수화물)_(0.1134g/1정)","(주)테라젠이텍스","급여","20200423","2020-09-24"
"소화성궤양용제","Group 2","232B0005","esomeprazole","694400ATB","642105670","에소피드정20/600밀리그램_(1정)","(주)유한양행","급여","20220251","2022-05-27"
"소화성궤양용제","Group 2","232B0005","esomeprazole","694400ATB","643606040","에소카정20/600밀리그램_(1정)","(주)녹십자","급여","20220251","2022-05-27"
"소화성궤양용제","Group 2","232B0005","esomeprazole","694400ATB","648104610","에소카보정20/600밀리그램_(1정)","경동제약(주)","급여","20220251","2022-05-27"
"소화성궤양용제","Group 2","232B0005","esomeprazole","694500ATB","642105680","에소피드정40/600밀리그램_(1정)","(주)유한양행","급여","20220251","2022-05-27"
"소화성궤양용제","Group 2","232B0005","esomeprazole","694500ATB","643606050","에소카정40/600밀리그램_(1정)","(주)녹십자","급여","20220251","2022-05-27"
"소화성궤양용제","Group 2","232B0005","esomeprazole","694500ATB","648104620","에소카보정40/600밀리그램_(1정)","경동제약(주)","급여","20220251","2022-05-27"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","621804180","테네글리틴정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)한국파비스제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","622804720","테네글립정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)마더스제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","640904320","테네글로정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)일화","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","642707140","테디엠정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","동화약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","643105590","티네글립정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)바이넥스","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","643705270","테넬디정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","국제약품(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","645306460","테네로정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","한림제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","645907110","테디포정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","동광제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","646005250","테넬정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)메디카코리아","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","647304200","테네립틴정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","에이치엘비제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","648104770","테네리틴정20밀리그램(테네리글립틴염산염수화물)_(25.96mg/1정)","경동제약(주)","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","648204510","유테네정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","(주)유영제약","급여","20200423","2020-09-24"
"당뇨병용제","Group 6","396F0008","teneligliptin","6953 1ATB","649105190","다낼리아정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정)","한국휴텍스제약(주)","급여","20200423","2020-09-24"
