product_code,product_name,comp,cancel,appr_date,std_code,atc,ing_en,e_code,raw_material,appr_type,atc_1,atc_2,atc_3,atc_4
201500313,아로나민실버프리미엄정,일동제약(주),정상,2015-01-21,"8806429053205,8806429053212,8806429053229,8806429053236",A11AB,Retinol Acetate Granules/Fursultiamine/Riboflavin/Nicotinamide/Calcium Pantothenate/Pyridoxine Hydrochloride/Folic Acid/Cyanocobalamin Powder 0.1%/Ascorbic Acid/Cholecalciferol Concentrate Powder/Tocopherol Acetate Powder 50%/Biotin/Manganese Sulfate Hydrate/Cupric Oxide/Zinc Oxide/Ferrous Fumarate/Chromium in Dried Yeast/Selenium In Dried Yeast/Anhydrous Dibasic Calcium Phosphate/Magnesium Oxide/Sodium Chondroitin Sulfate/Ursodeoxycholic Acid,201500313.0,완제의약품,신고,A,A11,A11A,A11AB
200400325,아로나민씨플러스정,일동제약(주),정상,2004-01-09,"8806429010109,8806429010116,8806429010130,8806429010147,8806429010154,8806429010161,8806429010178,8806429010185,8806429010192",A11JB,Fursultiamine Hydrochloride/Riboflavin Butyrate/Nicotinamide/Calcium Pantothenate/Pyridoxine Hydrochloride/Cyanocobalamin Powder 0.1%/Ascorbic Acid/Tocopherol Acetate Powder 50%/Folic Acid/Biotin/Ferrous Fumarate/Zinc Oxide/Selenium In Dried Yeast,200400325.0,완제의약품,신고,A,A11,A11J,A11JB
202107496,아로나민아이플러스정,일동제약(주),정상,2021-11-16,"8806429067004,8806429067011",A11JB,Retinol Acetate Granules/Fursultiamine/Riboflavin Butyrate/Nicotinamide/Pyridoxal Phosphate Hydrate/Cyanocobalamin/Ascorbic Acid/Tocopherol Acetate Powder 50%/Manganese Sulfate Hydrate/Cupric Oxide/Zinc Oxide/Selenium In Dried Yeast,202107496.0,완제의약품,신고,A,A11,A11J,A11JB
201800353,아로나민이맥스플러스정,일동제약(주),정상,2018-01-25,"8806429061514,8806429061507",A11EX,Fursultiamine Hydrochloride/Nicotinamide/Pyridoxine Hydrochloride/Cyanocobalamin Powder 1%/Tocopherol Acetate Powder 50%/Riboflavin/Folic Acid/Calcium Pantothenate/Gamma-Oryzanol,201800353.0,완제의약품,신고,A,A11,A11E,A11EX
201904305,아로나민케어디엠정,일동제약(주),정상,2019-06-21,"8806429062016,8806429062009,8806429062023",A11JC,Ascorbic Acid/Cyanocobalamin Powder 1%/Folic Acid/Magnesium Oxide/Ubidecarenone 10%/Tocopherol Acetate Powder 50%,201904305.0,완제의약품,신고,A,A11,A11J,A11JC
201902001,아로나민케어리피정,일동제약(주),정상,2019-04-02,"8806429061804,8806429061811",A11JC,Fursultiamine Hydrochloride/Ferrous Fumarate/Zinc Oxide/Ubidecarenone 10%/Tocopherol Acetate Powder 50%/Cyanocobalamin Powder 1%,201902001.0,완제의약품,신고,A,A11,A11J,A11JC
202106737,아로나민케어싸이정,일동제약(주),정상,2021-10-05,"8806429066007,8806429066014",A11AA03,Fursultiamine/Riboflavin/Biotin/Nicotinamide/Calcium Pantothenate/Pyridoxine Hydrochloride/Folic Acid/Cyanocobalamin Powder 0.1%/Retinol Acetate/Ascorbic Acid Granules 97%/Tocopherol Acetate Powder 50%/Cholecalciferol Concentrate Powder/Selenium In Dried Yeast/Zinc Oxide,202106737.0,완제의약품,신고,A,A11,A11A,A11AA
201904226,아로나민케어에이치티정,일동제약(주),정상,2019-06-18,"8806429062108,8806429062115",A11JC,Fursultiamine Hydrochloride/Cholecalciferol Concentrate Powder/Folic Acid/Anhydrous Dibasic Calcium Phosphate/Magnesium Oxide/Potassium Chloride/Zinc Oxide/Ubidecarenone 10%/Tocopherol Acetate Powder 50%/Cyanocobalamin Powder 0.1%,201904226.0,완제의약품,신고,A,A11,A11J,A11JC
201902077,아로나민케어콤플렉스정,일동제약(주),정상,2019-04-04,"8806429061910,8806429061903",A11JC,Cholecalciferol Concentrate Powder/Thiamine Nitrate Powder 33.3%/Folic Acid/Anhydrous Dibasic Calcium Phosphate/Magnesium Oxide/Potassium Chloride/Zinc Oxide/Ubidecarenone 10%/Tocopherol Acetate Powder 50%/Cyanocobalamin Powder 1%/Ferrous Fumarate,201902077.0,완제의약품,신고,A,A11,A11J,A11JC
201404210,아로마솔크림,(주)팜젠사이언스,정상,2014-09-15,"8806701035301,8806701035318",D07XA01,Royal Jelly/Hydrocortisone,201404210.0,완제의약품,신고,D,D07,D07X,D07XA
199101000,아로마에스캡슐(수출용),태극제약(주),정상,1991-09-13,"8806448011903,8806448011910,8806448011927,8806448011934",A01AD,Chlorophyllin Copper Complex Sodium/Lysozyme Hydrochloride/Ascorbic Acid Coated Type SC 96%/Dried Tocopherol Acetate 50%,,완제의약품,신고,A,A01,A01A,A01AD
200903224,아로마에프캡슐,태극제약(주),정상,2009-05-12,"8806448042709,8806448042716,8806448042723,8806448042730,8806448042747",A01AD,Ascorbic Acid Coated/Lysozyme Hydrochloride/Carbazochrome/Tocopherol Acetate Powder 50%,200903224.0,완제의약품,신고,A,A01,A01A,A01AD
200801021,아로민필름코팅정,일동제약(주),정상,2008-01-24,"8806429027701,8806429027718",A11JA,Fursultiamine Hydrochloride/Pyridoxal Phosphate Hydrate/Hydroxocobalamin Acetate/Riboflavin,200801021.0,완제의약품,신고,A,A11,A11J,A11JA
200904542,아로비타정,오스틴제약(주),정상,2009-06-28,"8806543041300,8806543041317,8806543041324",A11JB,Fursultiamine Hydrochloride/Ascorbic Acid Granules 97%/Riboflavin Butyrate/Pyridoxine Hydrochloride/Cyanocobalamin Powder 0.1%/Folic Acid/Biotin/Nicotinamide/Calcium Pantothenate/Tocopherol Acetate Powder 50%/Ferrous Fumarate/Zinc Oxide/Selenium In Dried Yeast,200904542.0,완제의약품,신고,A,A11,A11J,A11JB
199302027,아록솔정(암브록솔염산염),(주)비씨월드제약,정상,1993-11-18,"8806531011803,8806531011810,8806531011827",R05CB06,Ambroxol Hydrochloride,199302027.0,완제의약품,신고,R,R05,R05C,R05CB
198900711,아론정(독시라민숙신산염),알리코제약(주),정상,1989-06-05,"8806560006900,8806560006917",N05CM,Doxylamine Succinate,198900711.0,완제의약품,신고,N,N05,N05C,N05CM
200301846,아루진정,(주)한국파비스제약,정상,2003-02-05,"8806218004500,8806836007204,8806218004517,8806836007211",D04AX,Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Artemisiae Capillaris Herba Decoction Dried Extract (10→1),200301846.0,완제의약품,신고,D,D04,D04A,D04AX
199701398,아루텍정(세티리진염산염),(주)메디카코리아,정상,1997-07-11,"8806460016702,8806460016719,8806460016726,8806460016733,8806460016740,8806460016757,8806460016764,8806460016771,8806460016788,8806460016795,8806460042510",R06AE07,Cetirizine Hydrochloride,199701398.0,완제의약품,신고,R,R06,R06A,R06AE
199901375,아루펜정400밀리그람(이부프로펜),삼남제약(주),정상,1999-01-06,"8806537007602,8806537007619,8806537007626,8806537007633,8806537007640",M01AE01,Ibuprofen,199901375.0,완제의약품,신고,M,M01,M01A,M01AE
200501233,아루포스플러스현탁액(수출용),일양약품(주),정상,2005-10-18,"8806417009603,8806417009610,8806417009627",A02AD01,Aluminium Phosphate Gel/Magnesium Oxide,,완제의약품,신고,A,A02,A02A,A02AD
201100657,아르기닌베이론액(L-아르기닌염산염),(주)제뉴파마,정상,2011-02-11,"8806980016206,8806980016213,8806980016220,8806980016237",A05BA01,L-Arginine Hydrochloride,201100657.0,완제의약품,신고,A,A05,A05B,A05BA
202402906,아르제틱액(L-아스파르트산-L-아르기닌수화물),코오롱제약(주),정상,2024-12-10,"8806703050418,8806703050425,8806703050401",V06DD,L-Arginine-L-Aspartate Hydrate,,완제의약품,신고,V,V06,V06D,V06DD
201802601,아르쿨연질캡슐(세티리진염산염),(주)마더스제약,정상,2018-06-21,"8806228031916,8806228031909",R06AE07,Cetirizine Hydrochloride,201802601.0,완제의약품,신고,R,R06,R06A,R06AE
200904666,아르텍연질캡슐10mg(세티리진염산염),(주)알피바이오,정상,2009-06-30,"8806616031504,8806616031511",R06AE07,Cetirizine Hydrochloride,200904666.0,완제의약품,신고,R,R06,R06A,R06AE
200201239,아르펜정,경남제약(주),정상,2002-06-17,"8806476006605,8806476006612",M01AE51,Ibuprofen/Arginine,200201239.0,완제의약품,신고,M,M01,M01A,M01AE
200000561,아리코트에스크림,일동제약(주),정상,2000-06-28,"8806429010604,8806429010611,8806429010628",D07CC01,Betamethasone Valerate/Gentamicin Sulfate,200000561.0,완제의약품,신고,D,D07,D07C,D07CC
201906127,아마가정(알마게이트),(주)경보제약,정상,2019-08-28,"8806650027105,8806650027112,8806650027129",A02AD03,Almagate,201906127.0,완제의약품,신고,A,A02,A02A,A02AD
200807239,아마프로겔3%(케토프로펜),(주)씨엠지제약,정상,2008-06-30,"8806486021001,8806486021018",M02AA10,Ketoprofen,200807239.0,완제의약품,신고,M,M02,M02A,M02AA
202403079,아멉다정(니코틴산아미드),주식회사 노바엠헬스케어,정상,2024-12-26,"8800732007108,8800732007115,8800732007122,8800732007139",A11HA01,Nicotinamide,,완제의약품,신고,A,A11,A11H,A11HA
201602365,아모넬네일라카(아모롤핀염산염),(주)메디카코리아,정상,2016-04-28,"8806460041711,8806460041704",D01AE16,Amorolfine Hydrochloride,201602365.0,완제의약품,신고,D,D01,D01A,D01AE
201600808,아모롤네일라카(아모롤핀염산염),(주)티디에스팜,정상,2016-02-12,"8806798015002,8806798015019",D01AE16,Amorolfine Hydrochloride,201600808.0,완제의약품,신고,D,D01,D01A,D01AE
201601572,아모릴네일라카(아모롤핀염산염),에이치엘비제약(주),정상,2016-03-18,"8806473031310,8806473031303",D01AE16,Amorolfine Hydrochloride,201601572.0,완제의약품,신고,D,D01,D01A,D01AE
201801775,아모스겔,정우신약(주),정상,2018-04-26,"8806942050927,8806942050910,8806942050934,8806942050903",D07XA,Lidocaine Hydrochloride/Chlorpheniramine Maleate/Crotamiton/Prednisolone Acetate/Benzethonium Chloride/Glycol Salicylate/L-Menthol,201801775.0,완제의약품,신고,D,D07,D07X,D07XA
200807573,아모펙트정(암브록솔염산염)(수출용),(주)메디카코리아,정상,2008-07-09,"8806460028507,8806460028514,8806460028521",R05CB06,Ambroxol Hydrochloride,,완제의약품,신고,R,R05,R05C,R05CB
200003982,아몰지에이크림,초당약품공업(주),정상,2000-06-27,"8806707006305,8806707006312,8806707006329,8806707006336,8806707006343,8806707006350",D07CC01,Betamethasone Valerate/Gentamicin Sulfate,200003982.0,완제의약품,신고,D,D07,D07C,D07CC
200810810,아무로스프레이,신신제약(주),정상,2008-11-04,"8806438014303,8806438014310,8806438014327",D08AJ,Cetylpyridinium Chloride/Chlorpheniramine Maleate/Dibucaine Hydrochloride/Naphazoline Hydrochloride,200810810.0,완제의약품,신고,D,D08,D08A,D08AJ
201110262,아미나엑스정(니코틴산아미드),신일제약(주),정상,2011-11-22,"8806538047409,8806538047416,8806538047423,8806538047430,8806538047447",A11HA01,Nicotinamide,201110262.0,완제의약품,허가,A,A11,A11H,A11HA
199600394,아미노젠정500밀리그람(카제인가수분해물)(수출용),한올바이오파마(주),정상,1996-11-15,8806556011703,A13A,Casein Hydrolysate,,완제의약품,신고,A,A13,A13A,A13A
200000596,아미노탑캡슐(수출용),한올바이오파마(주),정상,2000-07-26,8806556011802,V06DE,DL-Methionine/Ascorbic Acid/Folic Acid/Thiamine Nitrate/L-Valine/Tocopherol Acetate Powder 50%/Cyanocobalamin 0.1%/Retinol Palmitate/L-Phenylalanine/Pyridoxine Hydrochloride/Calcium Pantothenate/L-Threonine/L-Isoleucine/Ergocalciferol/Riboflavin/L-Leucine/Nicotinamide/L-Tryptophan/Lysine Hydrochloride,,완제의약품,신고,V,V06,V06D,V06DE
200804447,아미노포르테정,(유)한풍제약,정상,2008-04-22,"8806581042505,8806581042512,8806581042529,8806581042536",A13A,L-Leucine/L-Methionine/L-Valine/L-Isoleucine/L-Threonine/L-Phenylalanine/L-Tryptophan/L-Lysine Hydrochloride/L-Arginine Hydrochloride/Thiamine Nitrate/Tocopherol Calcium Succinate/Riboflavin/Nicotinamide/Pyridoxine Hydrochloride,200804447.0,완제의약품,신고,A,A13,A13A,A13A
200607867,아미노피정,일양약품(주),정상,2006-11-06,"8806417009801,8806417009818,8806417009825,8806417009832",A13A,L-Leucine/L-Methionine/L-Valine/L-Isoleucine/L-Threonine/L-Phenylalanine/L-Tryptophan/L-Lysine Hydrochloride/L-Arginine Hydrochloride/Thiamine Nitrate/Tocopherol Calcium Succinate/Riboflavin/Nicotinamide/Pyridoxine Hydrochloride,200607867.0,완제의약품,신고,A,A13,A13A,A13A
202007535,아미듀오시럽,건일제약(주),정상,2020-11-04,"8806468030007,8806468030021,8806468030014,8806468030212,8806468030113,8806468030120,8806468030106,8806468030205",R05CB10,Acetylcysteine/Chlorpheniramine Maleate,202007535.0,완제의약품,신고,R,R05,R05C,R05CB
199701771,"아미맥스정(카제인가수분해물)(수출명:뉴젠아미맥스정, 아미노탑정)",(주)뉴젠팜,정상,1997-10-11,"8806462012405,8806462012412",A13A,Casein Hydrolysate,,완제의약품,신고,A,A13,A13A,A13A
202402363,아미세타산500밀리그램(아세트아미노펜),(주)휴온스,정상,2024-10-02,"8806706093818,8806706093801,8806706093825",N02BE01,Acetaminophen,,완제의약품,신고,N,N02,N02B,N02BE
199702918,아미세타정325밀리그람(아세트아미노펜제피세립),(주)휴온스,정상,1997-04-09,"8806706014301,8806706014318,8806706014325",N02BE01,Microencapsulated Acetaminophen,199702918.0,완제의약품,신고,N,N02,N02B,N02BE
200703159,아미테정(카제인가수분해물)(수출용)(수출명:아미포르테정),대한뉴팜(주),정상,2007-03-15,"8806699025407,8806699025414",A13A,Casein Hydrolysate,,완제의약품,신고,A,A13,A13A,A13A
201603599,아미펜정,알파제약(주),정상,2016-06-20,"8806542024700,8806542024717",N02BE51,Acetaminophen/DL-Methionine,201603599.0,완제의약품,신고,N,N02,N02B,N02BE
200904325,아미포틴정,아이큐어(주),정상,2009-06-22,"8806458032004,8806744003404,8806458032011,8806744003411",A13A,L-Leucine/L-Methionine/L-Valine/L-Isoleucine/L-Threonine/L-Phenylalanine/L-Tryptophan/L-Lysine Hydrochloride/L-Arginine Hydrochloride/Thiamine Nitrate/Tocopherol Calcium Succinate/Riboflavin/Nicotinamide/Pyridoxine Hydrochloride,200904325.0,완제의약품,신고,A,A13,A13A,A13A
201800317,아미푸렉스골드정,고려제약(주),정상,2018-01-23,"8806428030511,8806428030504",V06DE,L-Lysine Hydrochloride/L-Leucine/L-Methionine/L-Valine/L-Isoleucine/L-Arginine Hydrochloride/L-Phenylalanine/L-Threonine/L-Tryptophan/Nicotinamide/Pyridoxine Hydrochloride/Thiamine Nitrate/Tocopherol Calcium Succinate/Riboflavin,201800317.0,완제의약품,신고,V,V06,V06D,V06DE
200501897,아미푸렉스정500밀리그람(카제인가수분해물)(수출용),고려제약(주),정상,2005-10-31,"8806428009302,8806428009319,8806428009326,8806428009333,8806428009340",A13A,Casein Hydrolysate,,완제의약품,신고,A,A13,A13A,A13A
200905004,아민파워정,(주)제뉴파마,정상,2009-07-07,"8806633004802,8806717031007,8806980022801,8806717031014,8806980022818,8806717031021,8806980022825,8806980022832",A13A,L-Leucine/L-Methionine/L-Valine/L-Isoleucine/L-Threonine/L-Phenylalanine/L-Tryptophan/L-Lysine Hydrochloride/L-Arginine Hydrochloride/Thiamine Nitrate/Tocopherol Calcium Succinate/Riboflavin/Nicotinamide/Pyridoxine Hydrochloride,200905004.0,완제의약품,신고,A,A13,A13A,A13A
198700657,아비나파스타(트리암시놀론아세토니드),태극제약(주),정상,1987-02-18,"8806448012306,8806448012313,8806448012320",A01AC01,Triamcinolone Acetonide,198700657.0,완제의약품,신고,A,A01,A01A,A01AC
201603416,아사톱장용정100밀리그램(아스피린),영풍제약(주),정상,2016-06-14,"8806619046604,8806619046611,8806619046628,8806619046635,8806619046642",B01AC06,Aspirin,201603416.0,완제의약품,신고,B,B01,B01A,B01AC
201405003,아사프장용정100mg(아스피린),(주)제뉴파마,정상,2014-10-28,"8806980025406,8806980025413,8806980025420,8806980025437",B01AC06,Aspirin,201405003.0,완제의약품,신고,B,B01,B01A,B01AC
201602240,아세드린정,(주)씨엠지제약,정상,2016-04-22,"8806486032809,8806486032816,8806486032823",R05X,Acetaminophen/Ephedrine Hydrochloride/Anhydrous Caffeine,201602240.0,완제의약품,신고,R,R05,R05X,R05X
199300928,아세락캅셀200밀리그람(아세틸시스테인),동성제약(주),정상,1993-03-23,"8806432006809,8806432006816,8806432006823",R05CB01,Acetylcysteine,199300928.0,완제의약품,신고,R,R05,R05C,R05CB
201405501,아세란캡슐200밀리그램(아세틸시스테인),(주)화이트생명과학,정상,2014-11-25,"8806252009806,8806252009813,8806252009820",R05CB01,Acetylcysteine,201405501.0,완제의약품,신고,R,R05,R05C,R05CB
202402406,아세레놀산500밀리그램(아세트아미노펜),알리코제약(주),정상,2024-10-10,"8806560056004,8806560056011,8806560056028",N02BE01,Acetaminophen,,완제의약품,신고,N,N02,N02B,N02BE
199301549,아세르정(암브록솔염산염),삼남제약(주),정상,1993-06-28,"8806537008005,8806537008012,8806537008029,8806537008036,8806537008043",R05CB06,Ambroxol Hydrochloride,199301549.0,완제의약품,신고,R,R05,R05C,R05CB
200905221,아세리돈정(수출용),익수제약(주),정상,2009-07-10,"8806585011309,8806585011316",N02CX,Acetaminophen/Domperidone Maleate,,완제의약품,신고,N,N02,N02C,N02CX
201704496,아세릴네일라카 (아모롤핀염산염),알리코제약(주),정상,2017-06-20,"8806560045909,8806560045916",D01AE16,Amorolfine Hydrochloride,201704496.0,완제의약품,신고,D,D01,D01A,D01AE
200511464,아세사이드액(저농도과초산평형혼합물),(주)사라야코리아,정상,2005-03-19,"8806779000201,8806779000218,8806779000225,8806779000232,8806779000249,8806779000256,8806779000263",V07AV,Low Concentration Peracetic Acid Equilibrium Mixture,,완제의약품,허가,V,V07,V07A,V07AV
201907427,아세인산,안국뉴팜(주),정상,2019-10-23,"8800536014906,8800536014920,8800536014913",N02BE51,Acetaminophen/Anhydrous Caffeine,,완제의약품,신고,N,N02,N02B,N02BE
202303092,아세타민정,한솔신약(주),정상,2023-11-08,"8806458044007,8806458044014",N02BE51,Acetaminophen/Fursultiamine,,완제의약품,신고,N,N02,N02B,N02BE
199602374,아세테인캡슐200밀리그램(아세틸시스테인),광동제약(주),정상,1996-04-04,"8806418021208,8806418021215,8806418021222,8806418021239",R05CB01,Acetylcysteine,199602374.0,완제의약품,신고,R,R05,R05C,R05CB
201504206,아세텔린캡슐(아세틸시스테인),케이엠에스제약(주),정상,2015-06-29,"8806547016106,8806547016113,8806547016120",R05CB01,Acetylcysteine,201504206.0,완제의약품,신고,R,R05,R05C,R05CB
201905099,아세트엠8시간이알서방정650밀리그램(아세트아미노펜),(주)마더스제약,정상,2019-07-22,"8806228036508,8806228036515,8806228036522",N02BE01,Acetaminophen,201905099.0,완제의약품,허가,N,N02,N02B,N02BE
201705483,아세틴캡슐(아세틸시스테인),아이큐어(주),정상,2017-07-10,"8806744014226,8806744014219,8806744014202,8806744014233",R05CB01,Acetylcysteine,201705483.0,완제의약품,신고,R,R05,R05C,R05CB
201901857,아세틸란캡슐(아세틸시스테인),지엘파마(주),정상,2019-03-27,"8806497019813,8806497019820,8806497019837,8806497019806,8806497019844",R05CB01,Acetylcysteine,201901857.0,완제의약품,신고,R,R05,R05C,R05CB
201306207,아세틸캡슐(아세틸시스테인),오스틴제약(주),정상,2013-03-14,"8806543047302,8806543047326,8806543047319,8806543047333,8806543047340",R05CB01,Acetylcysteine,201306207.0,완제의약품,신고,R,R05,R05C,R05CB
202204455,아세페린정,(주)엘앤씨바이오,정상,2022-12-09,"8800605009000,8800605009017,8800605009024",R05X,Acetaminophen/Anhydrous Caffeine/Ephedrine Hydrochloride,202204455.0,완제의약품,신고,R,R05,R05X,R05X
200102577,아세핀정(아세트아미노펜제피세립),신일제약(주),정상,2001-08-01,"8806538018805,8806538018812,8806538018829",N02BE01,Microencapsulated Acetaminophen,200102577.0,완제의약품,신고,N,N02,N02B,N02BE
200009624,"아셈지크림(수출명:라밴덤크림,비겐덤크림)",(주)에이프로젠바이오로직스,정상,2000-10-30,"8806452042108,8806518019006,8806452042115,8806518019013,8806452042122,8806518019020,8806452042139,8806518019037,8806518019044,8806518019051,8806518019068,8806518019075,8806518019082,8806518019099",D07CC01,Betamethasone Valerate/Gentamicin Sulfate,200009624.0,완제의약품,신고,D,D07,D07C,D07CC
201804476,아슈펜정,에이치엘비제약(주),정상,2018-11-12,"8806473035301,8806473035318",R05X,Ephedrine Hydrochloride/Anhydrous Caffeine/Acetaminophen,201804476.0,완제의약품,신고,R,R05,R05X,R05X
200201781,아스노캡슐,고려제약(주),정상,2002-12-18,"8806428009401,8806428009418,8806428009425",R05FA,Noscapine/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Carbinoxamine Maleate/Potassium Guaiacolsulfonate,200201781.0,완제의약품,신고,R,R05,R05F,R05FA
201908655,아스마에프시럽,일양약품(주),정상,2019-12-26,"8806417058106,8806417058113",R05FA,Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Potassium Guaiacolsulfonate/Platycodon Root Fluid Extract/Plantago Herb Fluid Extract,201908655.0,완제의약품,신고,R,R05,R05F,R05FA
198801091,아스크롱캅셀(수출명:콜드코프캅셀)(수출용),(주)한국파마,정상,1988-03-08,"8806530014409,8806530014416,8806530014423,8806530014430",R05FA,Noscapine/DL-Methylephedrine Hydrochloride/Carbinoxamine Maleate/Potassium Guaiacolsulfonate/Dextromethorphan Hydrobromide Hydrate,,완제의약품,신고,R,R05,R05F,R05FA
199601338,아스타펜정325밀리그람(아세트아미노펜제피세립),삼남제약(주),정상,1996-12-17,"8806537008302,8806537008319,8806537008326,8806537008333",N02BE01,Microencapsulated Acetaminophen,199601338.0,완제의약품,신고,N,N02,N02B,N02BE
200904855,아스테란캡슐(아세틸시스테인),주식회사제뉴원사이언스,정상,2009-07-03,"8806717027703,8806717027727,8806717027710,8806717027734,8806717027741",R05CB01,Acetylcysteine,200904855.0,완제의약품,신고,R,R05,R05C,R05CB
201208281,아스테린정(아스피린),성원애드콕제약(주),정상,2012-11-15,"8806649009402,8806649009433,8806649009426,8806649009419",B01AC06,Aspirin,201208281.0,완제의약품,신고,B,B01,B01A,B01AC
201600396,아스텍션장용정100밀리그램(아스피린),(주)셀트리온제약,정상,2016-01-21,"8806939020506,8806939020537,8806939020513,8806939020520",B01AC06,Aspirin,201600396.0,완제의약품,신고,B,B01,B01A,B01AC
201300051,아스텍트정(아스피린),(주)동구바이오제약,정상,2013-01-04,"8806573058606,8806573058620,8806573058613",B01AC06,Aspirin,201300051.0,완제의약품,신고,B,B01,B01A,B01AC
201500704,아스트렌에프정(수출용),경동제약(주),정상,2015-02-12,"8806481036604,8806481036611",A09AA,Pancreatin I/Ox Bile Extract/Dimethicone/Hemicellulase,,완제의약품,신고,A,A09,A09A,A09AA
198701211,아스트렌정(수출용),경동제약(주),정상,1987-09-14,"8806481013605,8806481013612,8806481013629,8806481013636,8806481013643,8806481013650",A09A,Pancreatin/Simethicone,,완제의약품,신고,A,A09,A09A,A09A
201706882,아스팜장용정(아스피린),한국코러스(주),정상,2017-08-29,"8806472044427,8806472044410,8806472044403,8806472044434",B01AC06,Aspirin,201706882.0,완제의약품,신고,B,B01,B01A,B01AC
201308448,아스피드정(아스피린),(주)일화,정상,2013-07-29,"8806409026007,8806409026014,8806409026021",B01AC06,Aspirin,201308448.0,완제의약품,신고,B,B01,B01A,B01AC
200108429,아스피린프로텍트정100밀리그람,바이엘코리아(주),정상,2001-09-21,"8806411002709,8806411002716,8806411002723,8806411002730,8806411002747,8806411002754",B01AC06,Aspirin,200108429.0,완제의약품,신고,B,B01,B01A,B01AC
201306277,아스피바장용정(아스피린),(주)바이넥스,정상,2013-03-19,"8806431036104,8806431036128,8806431036111",B01AC06,Aspirin,201306277.0,완제의약품,신고,B,B01,B01A,B01AC
201306112,아스필장용정(아스피린100밀리그람),익수제약(주),정상,2013-03-08,"8806585016007,8806585016014,8806585016021,8806585016038",B01AC06,Aspirin,201306112.0,완제의약품,신고,B,B01,B01A,B01AC
200005087,아시돌연질캡슐1마이크로그램(알파칼시돌),한국프라임제약(주),정상,2000-10-30,"8806636012101,8806636012118,8806636012125,8806636012132,8806636012149,8806636012156",A11CC03,Alfacalcidol,200005087.0,완제의약품,신고,A,A11,A11C,A11CC
199502663,"아시로빈크림(아시클로버)(수출명:아시클로버크림,클로브락스크림)",(주)서울제약,정상,1995-08-23,"8806529011600,8806529011617,8806529011624",D06BB03,Acyclovir,,완제의약품,신고,D,D06,D06B,D06BB
202402002,아시칼연질캡슐(알파칼시돌),메딕스제약(주),정상,2024-08-19,"8806258017201,8806258017225,8806258017218",A11CC03,Alfacalcidol,,완제의약품,신고,A,A11,A11C,A11CC
200303256,아시콜크림(아시클로버),주식회사제뉴원사이언스,정상,2003-06-08,"8806717014505,8806717014512",D06BB03,Acyclovir,200303256.0,완제의약품,신고,D,D06,D06B,D06BB
202007060,아시클로크림(아시클로버),시믹씨엠오코리아주식회사,정상,2020-10-15,"8806470007417,8806470007400,8806470007424",D06BB03,Acyclovir,202007060.0,완제의약품,신고,D,D06,D06B,D06BB
201604308,아시텔라케어연고,(주)녹십자,정상,2016-07-13,"8806436052406,8806436052413",D06AX,Centella Titrated Extract/Neomycin Sulfate,201604308.0,완제의약품,신고,D,D06,D06A,D06AX
199803900,아시토바과립(락토바실루스아시도필루스균)(수출용),대한뉴팜(주),정상,1998-08-06,"8806699025704,8806699025711,8806699025728,8806699025735,8806699025742,8806699025759,8806699025766",A07FA01,Lactobacillus Acidophilus,,완제의약품,신고,A,A07,A07F,A07FA
199603344,아시토바캡슐(락토바실루스아시도필루스균)(수출용),대한뉴팜(주),정상,1996-06-26,"8806699025902,8806699025919,8806699025926",A07FA01,Lactobacillus Acidophilus/Capsule,,완제의약품,신고,A,A07,A07F,A07FA
200004875,아시토바캡슐300mg(락토바실루스아시도필루스균),대한뉴팜(주),정상,2000-07-10,"8806699026008,8806699026015,8806699026022,8806699026039,8806699026046",A07FA01,Lactobacillus Acidophilus,200004875.0,완제의약품,신고,A,A07,A07F,A07FA
199601956,아시틴캡슐(아세틸시스테인),(주)파마킹,정상,1996-03-12,"8806523003205,8806523003212,8806523003229",R05CB01,Acetylcysteine,199601956.0,완제의약품,신고,R,R05,R05C,R05CB
200801734,아실로크림,(주)넥스팜코리아,정상,2008-02-13,"8806625019906,8806625019913",D07CC01,Betamethasone Valerate/Gentamicin Sulfate,200801734.0,완제의약품,신고,D,D07,D07C,D07CC
202401381,아아포스액(L-아스파르트산-L-아르기닌수화물),(주)씨엠지제약,정상,2024-06-03,"8806486048602,8806486048619,8806486048626,8806486048633",V06DD,L-Arginine-L-Aspartate Hydrate,,완제의약품,신고,V,V06,V06D,V06DD
200004608,아우스에프캡슐(수출용),한국코러스(주),정상,2000-08-21,"8806472004100,8806472004117,8806472004124,8806472004131,8806472004148,8806472004155,8806472004162,8806472004179,8806472004186,8806472004193,8806472004216",V06DE,DL-Methionine/L-Leucine/L-Valine/L-Isoleucine/L-Threonine/L-Tryptophan/L-Phenylalanine/L-Lysine Hydrochloride/Retinol Palmitate/Ergocalciferol/Tocopherol Acetate Powder 50%/Thiamine Nitrate/Riboflavin/Nicotinamide/Pyridoxine Hydrochloride/Calcium Pantothenate/Cyanocobalamin/Folic Acid/Ascorbic Acid,200004608.0,완제의약품,신고,V,V06,V06D,V06DE
